Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,29.940000534057617,32.84000015258789,29.790000915527344,32.810001373291016,32.810001373291016,90725900
2020-01-08,32.72999954223633,35.02000045776367,32.459999084472656,34.84000015258789,34.84000015258789,150531100
2020-01-15,34.900001525878906,37.79999923706055,34.18000030517578,37.599998474121094,37.599998474121094,108707900
2020-01-22,37.939998626708984,37.95000076293945,34.189998626708984,37.0099983215332,37.0099983215332,120521200
2020-01-29,36.97999954223633,38.9900016784668,35.689998626708984,38.529998779296875,38.529998779296875,117184200
2020-02-05,38.88999938964844,41.46500015258789,36.72999954223633,41.27000045776367,41.27000045776367,298175200
2020-02-12,41.5,41.86000061035156,38.70000076293945,40.18000030517578,40.18000030517578,104459300
2020-02-19,40.41999816894531,41.22999954223633,35.5,35.88999938964844,35.88999938964844,155734000
2020-02-26,35.529998779296875,36.165000915527344,30.670000076293945,33.040000915527344,33.040000915527344,244502300
2020-03-04,33.93000030517578,35.34000015258789,27.0,28.969999313354492,28.969999313354492,186059300
2020-03-11,27.90999984741211,28.139999389648438,18.010000228881836,18.90999984741211,18.90999984741211,267872100
2020-03-18,17.760000228881836,26.84000015258789,13.710000038146973,26.389999389648438,26.389999389648438,345096700
2020-03-25,26.18000030517578,28.450000762939453,25.06999969482422,27.920000076293945,27.920000076293945,214954600
2020-04-01,26.5,28.110000610351562,21.670000076293945,25.739999771118164,25.739999771118164,186075000
2020-04-08,26.0,28.889999389648438,25.790000915527344,27.75,27.75,129654000
2020-04-15,26.81999969482422,28.790000915527344,26.440000534057617,27.190000534057617,27.190000534057617,130132500
2020-04-22,27.969999313354492,31.829999923706055,27.510000228881836,30.1200008392334,30.1200008392334,127915700
2020-04-29,31.0,32.0,26.579999923706055,28.06999969482422,28.06999969482422,121827400
2020-05-06,27.5,34.45000076293945,26.809999465942383,32.400001525878906,32.400001525878906,278789300
2020-05-13,32.29999923706055,36.0,30.829999923706055,33.400001525878906,33.400001525878906,173900300
2020-05-20,34.119998931884766,36.0,33.470001220703125,34.560001373291016,34.560001373291016,87620900
2020-05-27,34.41999816894531,36.45000076293945,33.099998474121094,35.810001373291016,35.810001373291016,163082500
2020-06-03,36.20000076293945,38.78300094604492,36.09000015258789,36.59000015258789,36.59000015258789,116095600
2020-06-10,36.689998626708984,36.79999923706055,30.889999389648438,33.4900016784668,33.4900016784668,159185000
2020-06-17,33.5,34.02000045776367,31.43000030517578,33.04999923706055,33.04999923706055,91162200
2020-06-24,32.75,32.93000030517578,28.389999389648438,31.079999923706055,31.079999923706055,137180500
2020-07-01,30.959999084472656,33.560001373291016,30.16200065612793,32.81999969482422,32.81999969482422,105859500
2020-07-08,33.209999084472656,34.459999084472656,30.479999542236328,30.93000030517578,30.93000030517578,104637100
2020-07-15,32.099998474121094,34.22999954223633,31.549999237060547,32.54999923706055,32.54999923706055,78664700
2020-07-22,32.439998626708984,33.02000045776367,30.350000381469727,30.809999465942383,30.809999465942383,64933700
2020-07-29,30.920000076293945,32.845001220703125,29.78499984741211,32.68000030517578,32.68000030517578,76662600
2020-08-05,33.099998474121094,34.79499816894531,30.649999618530273,31.209999084472656,31.209999084472656,147578000
2020-08-12,31.459999084472656,32.220001220703125,29.139999389648438,30.079999923706055,30.079999923706055,110927200
2020-08-19,30.149999618530273,31.81999969482422,28.479999542236328,31.190000534057617,31.190000534057617,118393600
2020-08-26,31.010000228881836,34.5099983215332,30.950000762939453,34.29999923706055,34.29999923706055,90726400
2020-09-02,34.209999084472656,35.099998474121094,31.549999237060547,34.31999969482422,34.31999969482422,85005600
2020-09-09,34.11000061035156,38.47999954223633,34.11000061035156,37.470001220703125,37.470001220703125,136951300
2020-09-16,37.38999938964844,38.52000045776367,34.099998474121094,34.400001525878906,34.400001525878906,161094100
2020-09-23,34.45000076293945,36.625,32.88999938964844,35.43000030517578,35.43000030517578,82304400
2020-09-30,35.279998779296875,38.0,35.279998779296875,36.2599983215332,36.2599983215332,86865000
2020-10-07,36.59000015258789,38.349998474121094,35.02000045776367,35.560001373291016,35.560001373291016,71199000
2020-10-14,35.689998626708984,36.7599983215332,33.61000061035156,36.310001373291016,36.310001373291016,94840000
2020-10-21,36.25,36.9900016784668,34.02000045776367,34.15999984741211,34.15999984741211,75466700
2020-10-28,33.619998931884766,36.150001525878906,32.900001525878906,35.77000045776367,35.77000045776367,77588700
2020-11-04,40.65999984741211,49.619998931884766,39.0,47.0,47.0,288378600
2020-11-11,46.720001220703125,50.09000015258789,45.04999923706055,48.88999938964844,48.88999938964844,96957700
2020-11-18,48.77000045776367,52.150001525878906,48.27000045776367,51.2599983215332,51.2599983215332,81957500
2020-11-25,51.27000045776367,51.45000076293945,48.529998779296875,49.630001068115234,49.630001068115234,57807800
2020-12-02,49.2599983215332,54.869998931884766,48.529998779296875,53.0099983215332,53.0099983215332,105643500
2020-12-09,53.97999954223633,56.02000045776367,50.869998931884766,51.0,51.0,120356700
2020-12-16,51.18000030517578,54.36000061035156,48.790000915527344,53.779998779296875,53.779998779296875,111056000
2020-12-23,53.79999923706055,54.09000015258789,51.470001220703125,52.27000045776367,52.27000045776367,41187500
2020-12-30,52.720001220703125,54.189998626708984,49.6349983215332,54.0099983215332,54.0099983215332,61496400
2021-01-06,53.310001373291016,59.38999938964844,52.0,58.540000915527344,58.540000915527344,154817000
2021-01-13,58.540000915527344,60.029998779296875,55.0,56.29999923706055,56.29999923706055,91402000
2021-01-20,57.0,57.97999954223633,49.650001525878906,51.91999816894531,51.91999816894531,116473900
2021-01-27,49.970001220703125,58.029998779296875,47.150001525878906,56.459999084472656,56.459999084472656,125999000
2021-02-03,57.869998931884766,61.060001373291016,56.11000061035156,59.61000061035156,59.61000061035156,85004200
2021-02-10,62.0,64.05000305175781,59.314998626708984,60.52000045776367,60.52000045776367,108357200
2021-02-17,60.33000183105469,60.95000076293945,51.88999938964844,56.0,56.0,105415500
2021-02-24,54.95000076293945,55.619998931884766,50.61000061035156,54.650001525878906,54.650001525878906,101706500
2021-03-03,55.93000030517578,57.79999923706055,50.810001373291016,55.25,55.25,124576200
2021-03-10,57.209999084472656,61.02000045776367,56.27000045776367,58.849998474121094,58.849998474121094,88000800
2021-03-17,57.06999969482422,57.61000061035156,53.11000061035156,53.4900016784668,53.4900016784668,87306100
2021-03-24,54.459999084472656,55.25,51.79999923706055,53.459999084472656,53.459999084472656,59661700
2021-03-31,53.959999084472656,58.9900016784668,53.58000183105469,58.04999923706055,58.04999923706055,60533300
2021-04-07,58.02000045776367,61.0099983215332,55.95000076293945,60.63999938964844,60.63999938964844,89696300
2021-04-14,60.11000061035156,61.5,55.24399948120117,55.47999954223633,55.47999954223633,84354100
2021-04-21,55.0,58.400001525878906,54.61000061035156,57.15999984741211,57.15999984741211,58507300
2021-04-28,56.880001068115234,59.220001220703125,52.0099983215332,52.9900016784668,52.9900016784668,102654200
2021-05-05,53.869998931884766,54.06999969482422,44.18199920654297,46.209999084472656,46.209999084472656,208563500
2021-05-12,45.900001525878906,50.290000915527344,43.16999816894531,49.16999816894531,49.16999816894531,139365500
2021-05-19,47.529998779296875,51.59000015258789,47.369998931884766,50.459999084472656,50.459999084472656,89052300
2021-05-26,50.31999969482422,51.7400016784668,48.720001220703125,50.97999954223633,50.97999954223633,98550300
2021-06-02,51.189998626708984,51.40999984741211,48.529998779296875,49.880001068115234,49.880001068115234,74745800
2021-06-09,50.0,51.4900016784668,48.42499923706055,49.29999923706055,49.29999923706055,75464700
2021-06-16,49.349998474121094,50.38999938964844,47.75,49.04999923706055,49.04999923706055,108745400
2021-06-23,49.060001373291016,52.36000061035156,49.0099983215332,50.7599983215332,50.7599983215332,94596600
2021-06-30,51.02000045776367,52.029998779296875,49.709999084472656,50.79999923706055,50.79999923706055,70845200
2021-07-07,50.79999923706055,51.029998779296875,46.56999969482422,48.08000183105469,48.08000183105469,90316600
2021-07-14,48.279998779296875,48.59000015258789,44.435001373291016,46.31999969482422,46.31999969482422,86028800
2021-07-21,46.529998779296875,48.16999816894531,44.76499938964844,45.81999969482422,45.81999969482422,65427400
2021-07-28,45.880001068115234,46.9630012512207,41.619998931884766,42.790000915527344,42.790000915527344,156941000
2021-08-04,42.70000076293945,44.935001373291016,40.150001525878906,43.5,43.5,175269100
2021-08-11,43.40999984741211,43.5,40.58000183105469,41.0,41.0,86501900
2021-08-18,40.970001220703125,41.529998779296875,38.84000015258789,40.16999816894531,40.16999816894531,133008500
2021-08-25,40.439998626708984,42.11000061035156,39.11000061035156,39.13999938964844,39.13999938964844,113496600
2021-09-01,39.97999954223633,41.86000061035156,39.869998931884766,40.95000076293945,40.95000076293945,79587500
2021-09-08,40.849998474121094,41.34000015258789,38.54999923706055,39.0099983215332,39.0099983215332,110296900
2021-09-15,39.0,45.0,38.08000183105469,44.36000061035156,44.36000061035156,229957100
2021-09-22,44.900001525878906,47.43000030517578,44.61000061035156,45.97999954223633,45.97999954223633,158888900
2021-09-29,46.0,47.25,43.86000061035156,45.61000061035156,45.61000061035156,100700500
2021-10-06,45.33000183105469,48.880001068115234,45.0,46.720001220703125,46.720001220703125,97551700
2021-10-13,46.2599983215332,48.84000015258789,45.939998626708984,47.04999923706055,47.04999923706055,89157000
2021-10-20,47.150001525878906,47.689998626708984,45.016998291015625,46.02000045776367,46.02000045776367,83018400
2021-10-27,46.470001220703125,46.54999923706055,42.33100128173828,42.88999938964844,42.88999938964844,109038300
2021-11-03,45.33000183105469,48.7400016784668,43.68000030517578,45.5099983215332,45.5099983215332,174890900
2021-11-10,44.900001525878906,46.65999984741211,42.439998626708984,45.7599983215332,45.7599983215332,156734300
2021-11-17,45.36000061035156,45.63999938964844,41.599998474121094,42.68000030517578,42.68000030517578,123796400
2021-11-24,42.0,42.369998931884766,37.03499984741211,38.0,38.0,135564700
2021-12-01,39.45000076293945,40.220001220703125,35.2599983215332,38.08000183105469,38.08000183105469,204108600
2021-12-08,38.29999923706055,39.40999984741211,34.880001068115234,37.2599983215332,37.2599983215332,162330400
2021-12-15,36.90999984741211,42.08000183105469,36.2400016784668,41.970001220703125,41.970001220703125,176678000
2021-12-22,41.95000076293945,44.349998474121094,41.45000076293945,42.540000915527344,42.540000915527344,99205100
2021-12-29,42.720001220703125,44.79999923706055,41.814998626708984,44.41999816894531,44.41999816894531,100106100
2022-01-05,44.290000915527344,45.900001525878906,40.15999984741211,43.619998931884766,43.619998931884766,137753600
2022-01-12,43.9900016784668,44.099998474121094,38.369998931884766,38.40999984741211,38.40999984741211,98875500
2022-01-19,38.209999084472656,39.63999938964844,33.5099983215332,34.81999969482422,34.81999969482422,177948000
2022-01-26,36.06999969482422,38.70500183105469,32.810001373291016,38.61000061035156,38.61000061035156,126158900
2022-02-02,38.529998779296875,39.04999923706055,34.29999923706055,38.34000015258789,38.34000015258789,141026100
2022-02-09,38.810001373291016,42.560001373291016,34.31999969482422,37.09000015258789,37.09000015258789,321837700
2022-02-16,36.630001068115234,37.43000030517578,33.279998779296875,33.68000030517578,33.68000030517578,118529200
2022-02-23,33.88999938964844,36.310001373291016,29.709999084472656,33.88999938964844,33.88999938964844,170225800
2022-03-02,34.0,34.29100036621094,28.277999877929688,30.739999771118164,30.739999771118164,231829300
2022-03-09,31.75,32.72999954223633,28.799999237060547,29.799999237060547,29.799999237060547,168933000
2022-03-16,30.530000686645508,33.599998474121094,30.270000457763672,33.349998474121094,33.349998474121094,154848600
2022-03-23,32.709999084472656,37.45000076293945,32.56999969482422,37.189998626708984,37.189998626708984,159781300
2022-03-30,36.65999984741211,37.0890007019043,34.720001220703125,34.959999084472656,34.959999084472656,100910500
2022-04-06,33.85499954223633,34.0,31.020000457763672,31.989999771118164,31.989999771118164,133726900
2022-04-13,32.0,33.9900016784668,31.420000076293945,33.79999923706055,33.79999923706055,86682800
2022-04-20,33.9900016784668,34.40999984741211,30.459999084472656,31.329999923706055,31.329999923706055,133414700
2022-04-27,31.100000381469727,33.150001525878906,28.850000381469727,29.469999313354492,29.469999313354492,189954500
2022-05-04,27.40999984741211,28.829999923706055,22.799999237060547,23.670000076293945,23.670000076293945,331059500
2022-05-11,23.280000686645508,24.899999618530273,21.690000534057617,24.200000762939453,24.200000762939453,229859200
2022-05-18,23.979999542236328,24.187999725341797,21.40999984741211,21.549999237060547,21.549999237060547,180244100
2022-05-25,21.709999084472656,24.1299991607666,21.274999618530273,23.200000762939453,23.200000762939453,124375200
2022-06-01,23.530000686645508,25.700000762939453,22.565000534057617,25.299999237060547,25.299999237060547,138646700
