Unnamed: 0,Confirmed,Deaths,Recovered
11/21/22,98352864,1077274,0
11/22/22,98409179,1077840,0
11/23/22,98522619,1078826,0
11/24/22,98538940,1079015,0
11/25/22,98561273,1079169,0
11/26/22,98564574,1079183,0
11/27/22,98570524,1079196,0
11/28/22,98632854,1079494,0
11/29/22,98700309,1079906,0
11/30/22,98813321,1080466,0
12-01-2022,98903928,1081153,0
12-02-2022,98968313,1081465,0
12-03-2022,98975438,1081494,0
12-04-2022,98980990,1081505,0
12-05-2022,99038798,1081728,0
12-06-2022,99133789,1082333,0
12-07-2022,99279229,1083338,0
12-08-2022,99378455,1084230,0
12-09-2022,99414998,1084429,0
12-10-2022,99422186,1084462,0
12-11-2022,99428500,1084473,0
12-12-2022,99487847,1084701,0
12/13/22,99581078,1085296,0
12/14/22,99729246,1086179,0
12/15/22,99841367,1087000,0
12/16/22,99895955,1087425,0
12/17/22,99902767,1087451,0
12/18/22,99908625,1087473,0
12/19/22,99969013,1087755,0
12/20/22,100050937,1088341,0
12/21/22,100233060,1089383,0
12/22/22,100329204,1089979,0
12/23/22,100368433,1090186,0
12/24/22,100374955,1090208,0
12/25/22,100378169,1090223,0
12/26/22,100390601,1090252,0
12/27/22,100501536,1090608,0
12/28/22,100614880,1091598,0
12/29/22,100718983,1092522,0
12/30/22,100757380,1092738,0
12/31/22,100765333,1092764,0
01-01-2023,100769628,1092779,0
01-02-2023,100777938,1092801,0
01-03-2023,100866744,1093208,0
01-04-2023,101064860,1094493,0
01-05-2023,101196089,1095335,0
01-06-2023,101261277,1095789,0
01-07-2023,101267132,1095815,0
01-08-2023,101272842,1095832,0
01-09-2023,101315853,1096132,0
01-10-2023,101399138,1097024,0
01-11-2023,101538756,1098854,0
01-12-2023,101603736,1099574,0
1/13/23,101637051,1099954,0
1/14/23,101642336,1100006,0
1/15/23,101645654,1100023,0
1/16/23,101653171,1100068,0
1/17/23,101734426,1100812,0
1/18/23,101863056,1102393,0
1/19/23,101954244,1103712,0
1/20/23,101991763,1104154,0
1/21/23,101996891,1104178,0
1/22/23,102000179,1104191,0
1/23/23,102031232,1104505,0
1/24/23,102086966,1105308,0
1/25/23,102189274,1106676,0
1/26/23,102253390,1107559,0
1/27/23,102270311,1107661,0
1/28/23,102274906,1107676,0
1/29/23,102278398,1107690,0
1/30/23,102307529,1107918,0
1/31/23,102362870,1108688,0
02-01-2023,102479379,1109996,0
02-02-2023,102561054,1111159,0
02-03-2023,102599784,1111679,0
02-04-2023,102603942,1111696,0
02-05-2023,102606868,1111698,0
02-06-2023,102631179,1111890,0
02-07-2023,102676694,1112362,0
02-08-2023,102760211,1113429,0
02-09-2023,102842061,1114385,0
02-10-2023,102855101,1114492,0
02-11-2023,102859510,1114529,0
02-12-2023,102862879,1114537,0
2/13/23,102886005,1114709,0
2/14/23,102934224,1115160,0
2/15/23,103023231,1115741,0
2/16/23,103083910,1116851,0
2/17/23,103131898,1117572,0
2/18/23,103134605,1117589,0
2/19/23,103136077,1117590,0
2/20/23,103138119,1117663,0
2/21/23,103198669,1118025,0
2/22/23,103308832,1118886,0
2/23/23,103365511,1119521,0
2/24/23,103378408,1119573,0
2/25/23,103381157,1119587,0
2/26/23,103382763,1119588,0
2/27/23,103399827,1119582,0
2/28/23,103443455,1119917,0
03-01-2023,103533872,1120897,0
03-02-2023,103589757,1121658,0
03-03-2023,103648690,1122165,0
03-04-2023,103650837,1122172,0
03-05-2023,103646975,1122134,0
03-06-2023,103655539,1122181,0
03-07-2023,103690910,1122516,0
03-08-2023,103755771,1123246,0
03-09-2023,103802702,1123836,0
Unnamed: 1144,,,
Unnamed: 1145,,,
Unnamed: 1146,,,
