Date,Confirmed cases,Deaths,Recovered,Daily New Cases,Daily Deaths,Active Cases,Open,High,Low,Close,Adj Close,Volume
2020-10-20,8302318,220500,3295148,62571,948,4786670,3439.3798828125,3476.929931640625,3435.64990234375,3443.1201171875,3443.1201171875,3917850000
2020-10-21,8363743,221662,3323354,61425,1162,4818727,3439.909912109375,3464.860107421875,3433.06005859375,3435.56005859375,3435.56005859375,4103960000
2020-10-22,8443959,222542,3353056,80216,880,4868361,3438.5,3460.530029296875,3415.340087890625,3453.489990234375,3453.489990234375,4172060000
2020-10-23,8526091,223496,3375427,82132,954,4927168,3464.89990234375,3466.4599609375,3440.449951171875,3465.389892578125,3465.389892578125,3651600000
2020-10-26,8729037,225479,3460455,64470,559,5043103,3441.419921875,3441.419921875,3364.860107421875,3400.969970703125,3400.969970703125,4002210000
2020-10-27,8808014,226476,3487666,78977,997,5093872,3403.14990234375,3409.510009765625,3388.7099609375,3390.679931640625,3390.679931640625,3962400000
2020-10-28,8896402,227516,3518140,88388,1040,5150746,3342.47998046875,3342.47998046875,3268.889892578125,3271.030029296875,3271.030029296875,5139970000
2020-10-29,8989081,228510,3554336,92679,994,5206235,3277.169921875,3341.050048828125,3259.820068359375,3310.110107421875,3310.110107421875,4911860000
2020-10-30,9089580,229582,3578452,100499,1072,5281546,3293.590087890625,3304.929931640625,3233.93994140625,3269.9599609375,3269.9599609375,4843930000
2020-11-02,9338428,231783,3674981,83938,729,5431664,3296.199951171875,3330.139892578125,3279.739990234375,3310.239990234375,3310.239990234375,4314690000
2020-11-03,9465330,233407,3705130,126902,1624,5526793,3336.25,3389.489990234375,3336.25,3369.159912109375,3369.159912109375,4241380000
2020-11-04,9567399,234488,3743527,102069,1081,5589384,3406.4599609375,3486.25,3405.169921875,3443.43994140625,3443.43994140625,4790400000
2020-11-05,9697431,235702,3781751,130032,1214,5679978,3485.739990234375,3529.050048828125,3485.739990234375,3510.449951171875,3510.449951171875,4858150000
2020-11-06,9826558,236885,3810791,129127,1183,5778882,3508.340087890625,3521.580078125,3484.340087890625,3509.43994140625,3509.43994140625,4842460000
2020-11-09,10192673,239390,3928845,119525,803,6024438,3583.0400390625,3645.989990234375,3547.47998046875,3550.5,3550.5,8570510000
2020-11-10,10331774,240854,3961873,139101,1464,6129047,3543.260009765625,3557.219970703125,3511.909912109375,3545.530029296875,3545.530029296875,6037470000
2020-11-11,10481333,242317,3997175,149559,1463,6241841,3563.219970703125,3581.159912109375,3557.0,3572.659912109375,3572.659912109375,4635560000
2020-11-12,10640976,243556,4051256,159643,1239,6346164,3562.669921875,3569.02001953125,3518.580078125,3537.010009765625,3537.010009765625,4909660000
2020-11-13,10819737,244749,4095146,178761,1193,6479842,3552.570068359375,3593.659912109375,3552.570068359375,3585.14990234375,3585.14990234375,4719580000
2020-11-16,11276945,247782,4244811,155737,874,6784352,3600.159912109375,3628.510009765625,3600.159912109375,3626.909912109375,3626.909912109375,5295510000
2020-11-17,11444297,249523,4293640,167352,1741,6901134,3610.31005859375,3623.110107421875,3588.679931640625,3609.530029296875,3609.530029296875,4812180000
2020-11-18,11617713,251456,4350789,173416,1933,7015468,3612.090087890625,3619.090087890625,3567.330078125,3567.7900390625,3567.7900390625,5284810000
2020-11-19,11809680,253468,4410709,191967,2012,7145503,3559.409912109375,3585.219970703125,3543.840087890625,3581.8701171875,3581.8701171875,4363370000
2020-11-20,12010765,255470,4457930,201085,2002,7297365,3579.31005859375,3581.22998046875,3556.85009765625,3557.5400390625,3557.5400390625,4236370000
2020-11-23,12517890,259314,4633600,184286,1136,7624976,3566.820068359375,3589.81005859375,3552.77001953125,3577.590087890625,3577.590087890625,5057550000
2020-11-24,12692858,261490,4696664,174968,2176,7734704,3594.52001953125,3642.31005859375,3594.52001953125,3635.409912109375,3635.409912109375,6280290000
2020-11-25,12874109,263717,4835956,181251,2227,7774436,3635.5,3635.5,3617.760009765625,3629.64990234375,3629.64990234375,4910440000
2020-11-27,13202222,266737,4947446,215202,1620,7988039,3638.550048828125,3644.31005859375,3629.330078125,3638.35009765625,3638.35009765625,2778390000
2020-11-30,13667915,270601,5146319,158531,1409,8250995,3634.179931640625,3634.179931640625,3594.389892578125,3621.6298828125,3621.6298828125,6308410000
2020-12-01,13866746,273099,5226581,198831,2498,8367066,3645.8701171875,3678.449951171875,3645.8701171875,3662.449951171875,3662.449951171875,5418480000
2020-12-02,14063762,275972,5322128,197016,2873,8465662,3653.780029296875,3670.9599609375,3644.840087890625,3669.010009765625,3669.010009765625,5041250000
2020-12-03,14283185,278878,5404018,219423,2906,8600289,3668.280029296875,3682.72998046875,3657.169921875,3666.719970703125,3666.719970703125,5065340000
2020-12-04,14518319,281505,5470389,235134,2627,8766425,3670.93994140625,3699.199951171875,3670.93994140625,3699.1201171875,3699.1201171875,5099620000
2020-12-07,15112614,286953,5714557,196241,1630,9111104,3694.72998046875,3697.409912109375,3678.8798828125,3691.9599609375,3691.9599609375,4804500000
2020-12-08,15340113,289554,5786915,227499,2601,9263644,3683.050048828125,3708.449951171875,3678.830078125,3702.25,3702.25,4584390000
2020-12-09,15555848,292513,5889896,215735,2959,9373439,3705.97998046875,3712.389892578125,3660.5400390625,3672.820068359375,3672.820068359375,5232800000
2020-12-10,15791625,295426,5985047,235777,2913,9511152,3659.1298828125,3678.489990234375,3645.179931640625,3668.10009765625,3668.10009765625,4658480000
2020-12-11,16028527,298758,6135314,236902,3332,9594455,3656.080078125,3665.909912109375,3633.39990234375,3663.4599609375,3663.4599609375,4375470000
2020-12-14,16652286,304528,0,210361,1697,16347758,3675.27001953125,3697.610107421875,3645.840087890625,3647.489990234375,3647.489990234375,4623850000
2020-12-15,16879507,307426,0,227221,2898,16572081,3666.409912109375,3695.2900390625,3659.6201171875,3694.6201171875,3694.6201171875,4387080000
2020-12-16,17113650,311092,0,234143,3666,16802558,3696.25,3711.27001953125,3688.570068359375,3701.169921875,3701.169921875,4067040000
2020-12-17,17352824,314505,0,239174,3413,17038319,3713.64990234375,3725.1201171875,3710.8701171875,3722.47998046875,3722.47998046875,4192810000
2020-12-18,17599264,317460,0,246440,2955,17281804,3722.389892578125,3726.699951171875,3685.840087890625,3709.409912109375,3709.409912109375,7097100000
2020-12-21,18187883,323724,0,197425,1826,17864159,3684.280029296875,3702.89990234375,3636.47998046875,3694.919921875,3694.919921875,4748580000
2020-12-22,18393673,327023,0,205790,3299,18066650,3698.080078125,3698.260009765625,3676.159912109375,3687.260009765625,3687.260009765625,4053310000
2020-12-23,18614460,330326,0,220787,3303,18284134,3693.419921875,3711.239990234375,3689.280029296875,3690.010009765625,3690.010009765625,3779160000
2020-12-24,18826055,333187,0,211595,2861,18492868,3694.030029296875,3703.820068359375,3689.320068359375,3703.06005859375,3703.06005859375,1883780000
2020-12-28,19480363,339968,0,174633,1900,19140395,3723.030029296875,3740.510009765625,3723.030029296875,3735.360107421875,3735.360107421875,3535460000
2020-12-29,19687204,343506,0,206841,3538,19343698,3750.010009765625,3756.1201171875,3723.31005859375,3727.0400390625,3727.0400390625,3393290000
2020-12-30,19905952,347386,0,218748,3880,19558566,3736.18994140625,3744.6298828125,3730.2099609375,3732.0400390625,3732.0400390625,3154850000
2020-12-31,20219878,350604,0,313926,3218,19869274,3733.27001953125,3760.199951171875,3726.8798828125,3756.070068359375,3756.070068359375,3179040000
2021-01-04,21059968,358853,0,186733,2016,20701115,3764.610107421875,3769.989990234375,3662.7099609375,3700.64990234375,3700.64990234375,5015000000
2021-01-05,21292110,362429,0,232142,3576,20929681,3698.02001953125,3737.830078125,3695.070068359375,3726.860107421875,3726.860107421875,4591020000
2021-01-06,21551825,366299,0,259715,3870,21185526,3712.199951171875,3783.0400390625,3705.340087890625,3748.139892578125,3748.139892578125,6064110000
2021-01-07,21836888,370292,0,285063,3993,21466596,3764.7099609375,3811.550048828125,3764.7099609375,3803.7900390625,3803.7900390625,5099160000
2021-01-08,22139748,374520,0,302860,4228,21765228,3815.050048828125,3826.68994140625,3783.60009765625,3824.679931640625,3824.679931640625,4773040000
2021-01-11,22817700,381620,0,204502,1851,22436080,3803.139892578125,3817.860107421875,3789.02001953125,3799.610107421875,3799.610107421875,4465430000
2021-01-12,23040116,385969,0,222416,4349,22654147,3801.6201171875,3810.780029296875,3776.510009765625,3801.18994140625,3801.18994140625,4994950000
2021-01-13,23268791,389937,0,228675,3968,22878854,3802.22998046875,3820.9599609375,3791.5,3809.840087890625,3809.840087890625,4602510000
2021-01-14,23503715,393717,0,234924,3780,23109998,3814.97998046875,3823.60009765625,3792.860107421875,3795.5400390625,3795.5400390625,5198480000
2021-01-15,23748051,397530,0,244336,3813,23350521,3788.72998046875,3788.72998046875,3749.6201171875,3768.25,3768.25,5369820000
2021-01-19,24439496,407052,0,157014,2374,24032444,3781.8798828125,3804.530029296875,3780.3701171875,3798.909912109375,3798.909912109375,5014440000
2021-01-20,24627164,411457,0,187668,4405,24215707,3816.219970703125,3859.75,3816.219970703125,3851.85009765625,3851.85009765625,4566190000
2021-01-21,24819191,415520,0,192027,4063,24403671,3857.4599609375,3861.449951171875,3845.050048828125,3853.070068359375,3853.070068359375,4501760000
2021-01-22,25010547,419286,0,191356,3766,24591261,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,3841.469970703125,5110890000
2021-01-25,25457654,426420,0,129973,1782,25031234,3851.679931640625,3859.22998046875,3797.159912109375,3855.360107421875,3855.360107421875,7000840000
2021-01-26,25608948,430433,0,151294,4013,25178515,3862.9599609375,3870.89990234375,3847.780029296875,3849.6201171875,3849.6201171875,6137500000
2021-01-27,25764113,434493,0,155165,4060,25329620,3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,3750.77001953125,9976520000
2021-01-28,25930828,438259,0,166715,3766,25492569,3755.75,3830.5,3755.75,3787.3798828125,3787.3798828125,6992770000
2021-01-29,26094127,441853,0,163299,3594,25652274,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,3714.239990234375,6643370000
2021-02-01,26482919,448381,0,125812,1779,26034538,3731.169921875,3784.320068359375,3725.6201171875,3773.860107421875,3773.860107421875,5436230000
2021-02-02,26600309,451922,0,117390,3541,26148387,3791.840087890625,3843.090087890625,3791.840087890625,3826.31005859375,3826.31005859375,5514090000
2021-02-03,26724684,455778,0,124375,3856,26268906,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,3830.169921875,4864870000
2021-02-04,26849337,459659,0,124653,3881,26389678,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,3871.739990234375,4879240000
2021-02-05,26979744,463316,0,130407,3657,26516428,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,3886.830078125,4879470000
2021-02-08,27268355,468953,0,83162,1449,26799402,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,3915.590087890625,4648360000
2021-02-09,27364113,471978,0,95758,3025,26892135,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,3911.22998046875,4568320000
2021-02-10,27459808,475337,0,95695,3359,26984471,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,3909.8798828125,4837070000
2021-02-11,27565960,478492,0,106152,3155,27087468,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,3916.3798828125,4590960000
2021-02-12,27665519,481325,0,99559,2833,27184194,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,3934.830078125,4135060000
2021-02-16,27939999,487323,0,59838,1648,27452676,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,3932.590087890625,5058990000
2021-02-17,28009004,489731,0,69005,2408,27519273,3918.5,3933.610107421875,3900.429931640625,3931.330078125,3931.330078125,4730650000
2021-02-18,28081254,492289,0,72250,2558,27588965,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,3913.969970703125,4793650000
2021-02-19,28156128,494810,0,74874,2521,27661318,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,3906.7099609375,4845320000
2021-02-22,28341018,499127,0,56056,1205,27841891,3885.550048828125,3902.919921875,3874.7099609375,3876.5,3876.5,5917100000
2021-02-23,28414848,501384,0,73830,2257,27913464,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,3881.3701171875,6296610000
2021-02-24,28489829,504596,0,74981,3212,27985233,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,3925.429931640625,6012790000
2021-02-25,28566889,507105,0,77060,2509,28059784,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,3829.340087890625,6547470000
2021-02-26,28641812,509227,0,74923,2122,28132585,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,3811.14990234375,6526070000
2021-03-01,28814420,513045,0,50122,1218,28301375,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,3901.820068359375,5114820000
2021-03-02,28873096,514966,0,58676,1921,28358130,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,3870.2900390625,5536010000
2021-03-03,28940164,517540,0,67068,2574,28422624,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,3819.719970703125,6173660000
2021-03-04,29008605,519407,0,68441,1867,28489198,3818.530029296875,3843.669921875,3723.340087890625,3768.469970703125,3768.469970703125,7195400000
2021-03-05,29075787,521179,0,67182,1772,28554608,3793.580078125,3851.68994140625,3730.18994140625,3841.93994140625,3841.93994140625,6851070000
2021-03-08,29222842,524059,0,44748,722,28698783,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,3821.35009765625,5871710000
2021-03-09,29278673,525818,0,55831,1759,28752855,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,3875.43994140625,5513560000
2021-03-10,29336393,527355,0,57720,1537,28809038,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,3898.81005859375,5847380000
2021-03-11,29398148,528896,0,61755,1541,28869252,3915.5400390625,3960.27001953125,3915.5400390625,3939.340087890625,3939.340087890625,5312880000
2021-03-12,29460422,530323,0,62274,1427,28930099,3924.52001953125,3944.989990234375,3915.2099609375,3943.340087890625,3943.340087890625,4476280000
2021-03-15,29606783,532570,0,51537,649,29074213,3942.9599609375,3970.080078125,3923.5400390625,3968.93994140625,3968.93994140625,4900100000
2021-03-16,29661862,533813,0,55079,1243,29128049,3973.590087890625,3981.0400390625,3953.43994140625,3962.7099609375,3962.7099609375,4613080000
2021-03-17,29721741,535007,0,59879,1194,29186734,3949.570068359375,3983.8701171875,3935.739990234375,3974.1201171875,3974.1201171875,4561660000
2021-03-18,29783944,536639,0,62203,1632,29247305,3953.5,3969.6201171875,3910.860107421875,3915.4599609375,3915.4599609375,5118590000
2021-03-19,29844854,537659,0,60910,1020,29307195,3913.139892578125,3930.1201171875,3886.75,3913.10009765625,3913.10009765625,7757420000
2021-03-22,29986970,539642,0,48437,553,29447328,3916.47998046875,3955.31005859375,3914.159912109375,3940.590087890625,3940.590087890625,4316260000
2021-03-23,30039696,540614,0,52726,972,29499082,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,3910.52001953125,4669010000
2021-03-24,30127521,542011,0,87825,1397,29585510,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,3889.139892578125,4783020000
2021-03-25,30194910,543355,0,67389,1344,29651555,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,3909.52001953125,4948340000
2021-03-26,30271054,544507,0,76144,1152,29726547,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,3974.5400390625,5483160000
2021-03-29,30447861,546387,0,66643,634,29901474,3969.31005859375,3981.830078125,3943.25,3971.090087890625,3971.090087890625,4628180000
2021-03-30,30510083,547275,0,62222,888,29962808,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,3958.550048828125,4121510000
2021-03-31,30579485,548349,0,69402,1074,30031136,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,3972.889892578125,4578050000
2021-04-01,30656330,549448,0,76845,1099,30106882,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4162130000
2021-04-05,30900794,551878,0,68224,466,30348916,4034.43994140625,4083.419921875,4034.43994140625,4077.909912109375,4077.909912109375,4005030000
2021-04-06,30964189,552706,0,63395,828,30411483,4075.570068359375,4086.22998046875,4068.139892578125,4073.93994140625,4073.93994140625,4081270000
2021-04-07,31039928,555304,0,75739,2598,30484624,4074.2900390625,4083.1298828125,4068.31005859375,4079.949951171875,4079.949951171875,4120810000
2021-04-08,31119772,556312,0,79844,1008,30563460,4089.949951171875,4098.18994140625,4082.5400390625,4097.169921875,4097.169921875,3907100000
2021-04-09,31204184,557214,0,84412,902,30646970,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,4128.7998046875,3640390000
2021-04-12,31385081,558720,0,63202,455,30826361,4124.7099609375,4131.759765625,4114.81982421875,4127.990234375,4127.990234375,3588900000
2021-04-13,31465794,559582,0,80713,862,30906212,4130.10009765625,4148.0,4124.43017578125,4141.58984375,4141.58984375,3734720000
2021-04-14,31540756,560515,0,74962,933,30980241,4141.580078125,4151.68994140625,4120.8701171875,4124.66015625,4124.66015625,3985350000
2021-04-15,31614984,561420,0,74228,905,31053564,4139.759765625,4173.490234375,4139.759765625,4170.419921875,4170.419921875,4033420000
2021-04-16,31697732,562291,0,82748,871,31135441,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4185.47021484375,4163820000
2021-04-19,31856774,563851,0,59835,496,31292923,4179.7998046875,4180.81005859375,4150.47021484375,4163.259765625,4163.259765625,3810290000
2021-04-20,31919203,564688,0,62429,837,31354515,4159.18017578125,4159.18017578125,4118.3798828125,4134.93994140625,4134.93994140625,4342650000
2021-04-21,31983893,565584,0,64690,896,31418309,4128.419921875,4175.02001953125,4126.35009765625,4173.419921875,4173.419921875,3887250000
2021-04-22,32050106,566523,0,66213,939,31483583,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4134.97998046875,4245140000
2021-04-23,32112756,567287,0,62650,764,31545469,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,4180.169921875,3569880000
2021-04-26,32244759,568824,0,43288,478,31675935,4185.02978515625,4194.18994140625,4182.35986328125,4187.6201171875,4187.6201171875,3748320000
2021-04-27,32296816,569490,0,52057,666,31727326,4188.25,4193.35009765625,4176.22021484375,4186.72021484375,4186.72021484375,3710700000
2021-04-28,32352650,570473,0,55834,983,31782177,4185.14013671875,4201.52978515625,4181.77978515625,4183.18017578125,4183.18017578125,3787360000
2021-04-29,32410329,571356,0,57679,883,31838973,4206.14013671875,4218.77978515625,4176.81005859375,4211.47021484375,4211.47021484375,4298680000
2021-04-30,32468055,572156,0,57726,800,31895899,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4181.169921875,4300880000
2021-05-03,32592222,573718,0,45400,486,32018504,4191.97998046875,4209.39013671875,4188.02978515625,4192.66015625,4192.66015625,4070220000
2021-05-04,32634949,574560,0,42727,842,32060389,4179.0400390625,4179.0400390625,4128.58984375,4164.66015625,4164.66015625,4452460000
2021-05-05,32680744,575373,0,45795,813,32105371,4177.06005859375,4187.72021484375,4160.93994140625,4167.58984375,4167.58984375,4230920000
2021-05-06,32726689,576169,0,45945,796,32150520,4169.14013671875,4202.7001953125,4147.330078125,4201.6201171875,4201.6201171875,4511000000
2021-05-07,32774854,576925,0,48165,756,32197929,4210.33984375,4238.0400390625,4201.64013671875,4232.60009765625,4232.60009765625,4016080000
2021-05-10,32865353,578229,0,32796,402,32287124,4228.2900390625,4236.39013671875,4188.1298828125,4188.43017578125,4188.43017578125,4560700000
2021-05-11,32900633,578909,0,35280,680,32321724,4150.33984375,4162.0400390625,4111.52978515625,4152.10009765625,4152.10009765625,4870710000
2021-05-12,32936594,579676,0,35961,767,32356918,4130.5498046875,4134.72998046875,4056.8798828125,4063.0400390625,4063.0400390625,4733070000
2021-05-13,32974477,580418,0,37883,742,32394059,4074.989990234375,4131.580078125,4074.989990234375,4112.5,4112.5,4779540000
2021-05-14,33016059,581049,0,41582,631,32435010,4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,4173.85009765625,4008880000
2021-05-17,33089703,582244,0,25531,402,32507459,4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,4163.2900390625,4125050000
2021-05-18,33118721,583024,0,29018,780,32535697,4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,4127.830078125,4398150000
2021-05-19,33147765,583678,0,29044,654,32564087,4098.4501953125,4116.93017578125,4061.409912109375,4115.68017578125,4115.68017578125,4247450000
2021-05-20,33177770,584363,0,30005,685,32593407,4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,4159.1201171875,3978880000
2021-05-21,33206435,584963,0,28665,600,32621472,4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,4155.85986328125,3995250000
2021-05-24,33263298,586095,0,22158,437,32677203,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,4197.0498046875,3684800000
2021-05-25,33287104,586733,0,23806,638,32700371,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4188.1298828125,4182250000
2021-05-26,33311455,587719,0,24351,986,32723736,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4195.990234375,4420890000
2021-05-27,33338001,589069,0,26546,1350,32748932,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,4200.8798828125,6406310000
2021-05-28,33359917,589604,0,21916,535,32770313,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4204.10986328125,4649250000
2021-06-01,33407540,590904,0,21093,643,32816636,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,4202.0400390625,5074670000
2021-06-02,33424131,591469,0,16591,565,32832662,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,4208.1201171875,5833670000
2021-06-03,33442100,592098,0,17969,629,32850002,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,4192.85009765625,5587970000
2021-06-04,33459613,592614,0,17513,516,32866999,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4229.89013671875,4139790000
2021-06-07,33494852,593676,0,14186,307,32901176,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4226.52001953125,4476920000
2021-06-08,33507651,593983,0,12799,307,32913668,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4227.259765625,4659620000
2021-06-09,33525852,594458,0,18201,475,32931394,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4219.5498046875,4713260000
2021-06-10,33540369,594860,0,14517,402,32945509,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4239.18017578125,4408210000
2021-06-11,33564873,595386,0,24504,526,32969487,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,4247.43994140625,3815010000
2021-06-14,33590628,595953,0,11905,186,32994675,4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,4255.14990234375,4151200000
2021-06-15,33601271,596276,0,10643,323,33004995,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4246.58984375,4048940000
2021-06-16,33613025,596660,0,11754,384,33016365,4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,4223.7001953125,4538350000
2021-06-17,33624547,596959,0,11522,299,33027588,4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,4221.85986328125,5312680000
2021-06-18,33645533,597558,0,20986,599,33047975,4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,4166.4501953125,6817010000
2021-06-21,33670079,598069,0,10728,261,33072010,4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,4224.7900390625,4128950000
2021-06-22,33680849,598410,0,10770,341,33082439,4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,4246.43994140625,3828390000
2021-06-23,33693339,598796,0,12490,386,33094543,4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,4241.83984375,3730350000
2021-06-24,33707534,599139,0,14195,343,33108395,4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,4266.490234375,3816660000
2021-06-25,33732043,599667,0,24509,528,33132376,4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,4280.7001953125,7341450000
2021-06-28,33759515,600062,0,13765,159,33159453,4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,4290.60986328125,4147890000
2021-06-29,33767046,600390,0,7531,328,33166656,4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,4291.7998046875,3707150000
2021-06-30,33782325,600689,0,15279,299,33181636,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4297.5,4266040000
2021-07-01,33797251,600972,0,14926,283,33196279,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,4319.93994140625,3788230000
2021-07-02,33826847,601409,0,29596,437,33225438,4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,4352.33984375,3225840000
2021-07-06,33868137,601958,0,22568,304,33266179,4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,4343.5400390625,4309570000
2021-07-07,33888276,602285,0,20139,327,33285991,4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,4358.1298828125,4037380000
2021-07-08,33909160,602536,0,20884,251,33306624,4321.06982421875,4330.8798828125,4289.3701171875,4320.81982421875,4320.81982421875,4347500000
2021-07-09,33956134,602999,0,46974,463,33353135,4329.3798828125,4371.60009765625,4329.3798828125,4369.5498046875,4369.5498046875,3531120000
2021-07-12,34007605,603428,0,29661,232,33404177,4372.41015625,4386.68017578125,4364.02978515625,4384.6298828125,4384.6298828125,3384460000
2021-07-13,34034110,603783,0,26505,355,33430327,4381.06982421875,4392.3701171875,4366.919921875,4369.2099609375,4369.2099609375,3695430000
2021-07-14,34065230,604107,0,31120,324,33461123,4380.10986328125,4393.68017578125,4362.35986328125,4374.2998046875,4374.2998046875,4006370000
2021-07-15,34097162,604462,0,31932,355,33492700,4369.02001953125,4369.02001953125,4340.7001953125,4360.02978515625,4360.02978515625,3905230000
2021-07-16,34175193,604915,0,78031,453,33570278,4367.43017578125,4375.08984375,4322.52978515625,4327.16015625,4327.16015625,3985700000
2021-07-19,34258861,605281,0,49213,198,33653580,4296.39990234375,4296.39990234375,4233.1298828125,4258.490234375,4258.490234375,5157660000
2021-07-20,34298786,605568,0,39925,287,33693218,4265.10986328125,4336.83984375,4262.0498046875,4323.06005859375,4323.06005859375,4438270000
2021-07-21,34346640,605932,0,47854,364,33740708,4331.1298828125,4359.7001953125,4331.1298828125,4358.68994140625,4358.68994140625,3810280000
2021-07-22,34403067,606220,0,56427,288,33796847,4361.27001953125,4369.8701171875,4350.06005859375,4367.47998046875,4367.47998046875,3358300000
2021-07-23,34523848,606772,0,120781,552,33917076,4381.2001953125,4415.18017578125,4381.2001953125,4411.7900390625,4411.7900390625,4540070000
2021-07-26,34660435,607262,0,78538,250,34053173,4409.580078125,4422.72998046875,4405.4501953125,4422.2998046875,4422.2998046875,4275630000
2021-07-27,34725586,607719,0,65151,457,34117867,4416.3798828125,4416.3798828125,4372.509765625,4401.4599609375,4401.4599609375,4241950000
2021-07-28,34799156,608099,0,73570,380,34191057,4402.9501953125,4415.47021484375,4387.009765625,4400.64013671875,4400.64013671875,4215290000
2021-07-29,34871512,608418,0,72356,319,34263094,4403.58984375,4429.97021484375,4403.58984375,4419.14990234375,4419.14990234375,4044600000
2021-07-30,35062668,609303,0,191156,885,34453365,4395.1201171875,4412.25,4389.64990234375,4395.259765625,4395.259765625,3956740000
2021-08-02,35260292,610087,0,107474,372,34650205,4406.85986328125,4422.18017578125,4384.81005859375,4387.16015625,4387.16015625,3724090000
2021-08-03,35358371,610673,0,98079,586,34747698,4392.740234375,4423.7900390625,4373.0,4423.14990234375,4423.14990234375,3965190000
2021-08-04,35460776,611222,0,102405,549,34849554,4415.9501953125,4416.169921875,4400.22998046875,4402.66015625,4402.66015625,4260760000
2021-08-05,35570380,611749,0,109604,527,34958631,4408.85986328125,4429.759765625,4408.85986328125,4429.10009765625,4429.10009765625,3769410000
