Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,198.0,202.77000427246094,197.80999755859375,202.6300048828125,187.95346069335938,15029600
2020-01-08,202.6199951171875,209.3699951171875,202.1999969482422,207.32000732421875,192.30374145507812,18999100
2020-01-15,207.32000732421875,212.77000427246094,207.32000732421875,211.16000366210938,195.86563110351562,13737000
2020-01-22,213.16000366210938,214.17999267578125,207.3000030517578,210.38999938964844,195.15139770507812,16486400
2020-01-29,211.69000244140625,217.10000610351562,210.8000030517578,214.6199951171875,199.07501220703125,20123400
2020-02-05,215.63999938964844,215.86000061035156,211.08999633789062,215.72999572753906,200.10462951660156,13249600
2020-02-12,216.0,218.38999938964844,215.11000061035156,216.14999389648438,200.49420166015625,10131300
2020-02-19,216.80999755859375,216.9199981689453,210.11000061035156,212.10000610351562,196.737548828125,17162600
2020-02-26,212.88999938964844,214.55999755859375,188.80999755859375,199.50999450683594,185.0594482421875,33190400
2020-03-04,201.92999267578125,207.16000366210938,184.10000610351562,199.86000061035156,186.544189453125,28351400
2020-03-11,192.94000244140625,195.74000549316406,135.0,147.6199951171875,137.7847137451172,45796500
2020-03-18,137.5,162.97999572753906,124.2300033569336,161.9499969482422,151.15997314453125,59739800
2020-03-25,165.0,171.36000061035156,159.22000122070312,165.35000610351562,154.33346557617188,34551600
2020-04-01,160.22000122070312,185.19000244140625,155.0,175.58999633789062,163.89120483398438,30701700
2020-04-08,175.00999450683594,185.4600067138672,174.10000610351562,183.99000549316406,171.73155212402344,17613300
2020-04-15,178.74000549316406,186.80999755859375,172.27000427246094,177.5800018310547,165.7486114501953,27164700
2020-04-22,180.75,190.0,180.75,185.92999267578125,173.5422821044922,20466500
2020-04-29,188.52999877929688,190.41000366210938,178.8699951171875,179.24000549316406,167.2980194091797,22212700
2020-05-06,180.60000610351562,183.42999267578125,176.44000244140625,176.5399932861328,164.77789306640625,16610000
2020-05-13,176.17999267578125,181.4600067138672,167.85000610351562,179.57000732421875,167.60604858398438,24495100
2020-05-20,182.0,190.66000366210938,180.57000732421875,184.83999633789062,172.52491760253906,14300500
2020-05-27,188.74000549316406,190.47999572753906,185.27000427246094,187.58999633789062,175.09169006347656,18571900
2020-06-03,188.47000122070312,202.72999572753906,188.08999633789062,199.52000427246094,187.46849060058594,20251400
2020-06-10,199.1300048828125,199.55999755859375,184.13999938964844,190.32000732421875,178.82420349121094,23298300
2020-06-17,191.9199981689453,192.8800048828125,184.88999938964844,186.6199951171875,175.34768676757812,18750200
2020-06-24,184.9600067138672,185.7100067138672,178.8800048828125,184.47000122070312,173.3275604248047,18184500
2020-07-01,184.9499969482422,188.72000122070312,182.86000061035156,185.82000732421875,174.59600830078125,10455100
2020-07-08,185.5,190.83999633789062,182.6199951171875,190.72000122070312,179.2000274658203,15184200
2020-07-15,193.89999389648438,194.89999389648438,189.8800048828125,192.97999572753906,181.32351684570312,13481600
2020-07-22,193.2100067138672,202.52000427246094,193.0500030517578,196.24000549316406,184.38661193847656,18979200
2020-07-29,196.3000030517578,199.6999969482422,191.63999938964844,199.36000061035156,187.31813049316406,16086700
2020-08-05,200.0,207.4199981689453,197.91000366210938,205.0,192.61746215820312,13660500
2020-08-12,206.86000061035156,210.42999267578125,205.1999969482422,210.32000732421875,197.6161346435547,11562800
2020-08-19,210.22000122070312,214.19000244140625,208.10000610351562,212.64999389648438,199.80540466308594,13047100
2020-08-26,212.08999633789062,216.7100067138672,210.5800018310547,212.69000244140625,199.84298706054688,14583600
2020-09-02,213.25,218.11000061035156,210.75999450683594,213.5800018310547,201.85330200195312,15154900
2020-09-09,215.0,223.63999938964844,214.44000244140625,222.3699951171875,210.1606903076172,15339800
2020-09-16,222.1699981689453,226.72000122070312,213.39999389648438,216.41000366210938,204.52793884277344,16009100
2020-09-23,217.6699981689453,221.97999572753906,213.58999633789062,218.67999267578125,206.6732635498047,10544900
2020-09-30,218.8699951171875,228.66000366210938,217.10000610351562,224.08999633789062,211.78622436523438,14677600
2020-10-07,225.5800018310547,228.5800018310547,223.1199951171875,227.35000610351562,214.8672332763672,12917300
2020-10-14,228.41000366210938,231.91000366210938,225.1699981689453,227.4499969482422,214.96176147460938,10095400
2020-10-21,227.22999572753906,230.41000366210938,220.97000122070312,222.97000122070312,210.72772216796875,10097300
2020-10-28,218.38999938964844,220.58999633789062,209.91000366210938,216.8000030517578,204.89649963378906,14799600
2020-11-04,215.0,227.85000610351562,207.1699981689453,213.32000732421875,201.60755920410156,23135700
2020-11-11,214.80999755859375,219.25,210.8800048828125,216.00999450683594,204.14987182617188,17597400
2020-11-18,216.10000610351562,221.25,213.3300018310547,219.7100067138672,207.646728515625,16749500
2020-11-25,219.97999572753906,220.58999633789062,214.42999267578125,216.13999938964844,204.27272033691406,10922000
2020-12-02,214.0,214.39999389648438,206.19000244140625,208.38999938964844,198.1188201904297,19642700
2020-12-09,209.49000549316406,216.2100067138672,206.72999572753906,214.86000061035156,204.26991271972656,17281300
2020-12-16,214.8800048828125,217.50999450683594,208.00999450683594,211.9199981689453,201.47483825683594,20285200
2020-12-23,212.3000030517578,215.77999877929688,211.13999938964844,212.7100067138672,202.2259063720703,6922300
2020-12-30,212.9600067138672,214.92999267578125,208.22000122070312,211.47999572753906,201.05653381347656,11097400
2021-01-06,211.3000030517578,216.1199951171875,209.02999877929688,211.60000610351562,201.1706085205078,14361900
2021-01-13,210.91000366210938,213.1300048828125,207.4199981689453,209.08999633789062,198.7843017578125,12661800
2021-01-20,210.14999389648438,215.9600067138672,209.6300048828125,215.3800048828125,204.76429748535156,14472100
2021-01-27,212.38999938964844,213.14999389648438,203.11000061035156,209.75999450683594,199.42129516601562,21667400
2021-02-03,208.35000610351562,216.17999267578125,207.92999267578125,215.97999572753906,205.33474731445312,14141900
2021-02-10,216.8800048828125,217.30999755859375,212.39999389648438,215.02999877929688,204.43157958984375,11419300
2021-02-17,213.9600067138672,215.86000061035156,209.69000244140625,211.32000732421875,200.90444946289062,14806400
2021-02-24,210.83999633789062,214.10000610351562,206.13999938964844,208.6699981689453,198.38502502441406,17196600
2021-03-03,207.52000427246094,211.1999969482422,202.72999572753906,208.5500030517578,199.49087524414062,17826700
2021-03-10,208.72000122070312,221.3000030517578,208.24000549316406,219.86000061035156,210.30958557128906,18946500
2021-03-17,224.55999755859375,226.91000366210938,220.00999450683594,224.3699951171875,214.62367248535156,23229300
2021-03-24,225.32000732421875,227.8800048828125,222.4199981689453,224.97999572753906,215.20716857910156,14995500
2021-03-31,224.00999450683594,232.27000427246094,223.27999877929688,231.91000366210938,221.8361358642578,12102500
2021-04-07,231.67999267578125,232.80999755859375,228.8699951171875,231.32000732421875,221.27178955078125,12916000
2021-04-14,231.22000122070312,234.25999450683594,229.1999969482422,233.00999450683594,222.8883514404297,11027000
2021-04-21,233.3000030517578,235.6300048828125,231.85000610351562,234.97999572753906,224.7727813720703,11156400
2021-04-28,235.1999969482422,238.17999267578125,232.25999450683594,233.86000061035156,223.70144653320312,13551800
2021-05-05,234.1199951171875,237.9199981689453,231.55999755859375,233.86000061035156,223.70144653320312,10369400
2021-05-12,232.11000061035156,233.57000732421875,227.57000732421875,231.92999267578125,221.8552703857422,12504400
2021-05-19,230.22999572753906,234.02000427246094,228.17999267578125,232.13999938964844,222.05615234375,11963500
2021-05-26,233.7899932861328,235.99000549316406,232.16000366210938,233.24000549316406,223.10838317871094,12235000
2021-06-02,233.97000122070312,234.3300018310547,230.14999389648438,232.63999938964844,223.76348876953125,12019800
2021-06-09,232.97999572753906,237.80999755859375,231.4499969482422,236.35000610351562,227.33192443847656,10955600
2021-06-16,237.2100067138672,237.27999877929688,228.82000732421875,233.8800048828125,224.9561767578125,13206800
2021-06-23,233.3000030517578,235.16000366210938,230.00999450683594,230.3699951171875,221.58009338378906,11375200
2021-06-30,230.9199981689453,234.11000061035156,230.60000610351562,232.75,223.86927795410156,8275400
2021-07-07,231.9199981689453,237.47000122070312,231.72000122070312,236.1699981689453,227.15879821777344,10605700
2021-07-14,237.02999877929688,239.0500030517578,226.4199981689453,234.27000427246094,225.33128356933594,12890400
2021-07-21,235.97999572753906,247.0500030517578,235.16000366210938,246.35000610351562,236.95037841796875,14454900
2021-07-28,242.5,245.41000366210938,235.25,236.9499969482422,227.90902709960938,15851500
2021-08-04,236.4499969482422,237.13999938964844,233.0500030517578,233.4499969482422,224.54257202148438,10150300
2021-08-11,234.19000244140625,241.0500030517578,233.75,240.27999877929688,231.1119842529297,8986900
2021-08-18,239.44000244140625,240.38999938964844,236.07000732421875,238.42999267578125,229.33255004882812,9435200
2021-08-25,237.92999267578125,239.60000610351562,234.6699981689453,237.4600067138672,228.3995819091797,10643700
2021-09-01,237.8800048828125,239.9499969482422,235.9499969482422,236.19000244140625,228.4235076904297,7496600
2021-09-08,236.8000030517578,242.25,236.0,241.1300048828125,233.20106506347656,12054400
2021-09-15,240.47000122070312,244.6300048828125,236.63999938964844,240.5,232.591796875,17232700
2021-09-22,241.8000030517578,248.89999389648438,241.47000122070312,243.77000427246094,235.75425720214844,14283200
2021-09-29,244.3800048828125,246.8800048828125,240.25,245.22000122070312,237.1565704345703,11631400
2021-10-06,244.55999755859375,249.9499969482422,243.02000427246094,244.52000427246094,236.47958374023438,10070000
2021-10-13,243.27000427246094,246.3800048828125,239.89999389648438,242.77000427246094,234.78713989257812,12847500
2021-10-20,240.39999389648438,242.64999389648438,236.13999938964844,236.4199981689453,228.64593505859375,15271100
2021-10-27,241.0500030517578,252.22000122070312,238.85000610351562,249.24000549316406,241.04440307617188,20107800
2021-11-03,247.99000549316406,257.5299987792969,247.91000366210938,252.64999389648438,244.34226989746094,13064500
2021-11-10,250.80999755859375,254.19000244140625,248.88999938964844,252.4600067138672,244.15850830078125,8964700
2021-11-17,252.41000366210938,255.7899932861328,250.22999572753906,255.64999389648438,247.2436065673828,11115000
2021-11-24,254.5,257.7900085449219,243.9499969482422,244.60000610351562,236.5569610595703,11136800
2021-12-01,245.75999450683594,260.3800048828125,244.11000061035156,259.9100036621094,252.75704956054688,16008700
2021-12-08,260.0,265.8599853515625,258.3599853515625,262.5199890136719,255.29522705078125,15512100
2021-12-15,262.1600036621094,266.8900146484375,258.42999267578125,264.3900146484375,257.1138000488281,16609000
2021-12-22,264.32000732421875,269.2200012207031,264.07000732421875,267.8800048828125,260.50775146484375,6094400
2021-12-29,268.45001220703125,271.1499938964844,265.55999755859375,268.510009765625,261.12042236328125,9808900
